Order_ID,Date_Time,Category,Demand_Level,Traffic_Congestion,Delivery_Mode,Driver_Availability,Distance_km,Base_Price,Weather_Impact,Special_Event,Payment_Method,Final_Price
3586,2025-03-27 04:51:00,Pharmacy,High,Heavy,Express,Low,5.8,9.76,Snowy,Festival,Credit Card,43.23
3587,2025-03-03 13:31:00,Fashion,Medium,Light,Express,Low,4.3,8.22,Stormy,None,Cash,19.75
3588,2025-03-05 21:20:00,Pharmacy,Medium,Light,Scheduled,High,4.7,12.87,Stormy,Festival,E-Wallet,17.89
3589,2025-03-24 14:14:00,Food Delivery,High,Light,Express,High,3.2,5.33,Clear,Festival,UPI,11.35
3590,2025-03-25 04:19:00,Pharmacy,Medium,Light,Scheduled,Low,7.2,12.18,Clear,Holiday,Debit Card,20.38
3591,2025-03-15 19:03:00,Electronics,High,Heavy,Scheduled,High,4.7,6.47,Stormy,Holiday,E-Wallet,12.75
3592,2025-03-02 17:16:00,Food Delivery,Low,Moderate,Scheduled,Medium,8.2,6.09,Clear,Holiday,Cash,7.84
3593,2025-03-25 19:21:00,Electronics,Medium,Light,Scheduled,High,8.6,3.69,Stormy,Sports Event,Credit Card,5.13
3594,2025-03-26 01:51:00,Fashion,Medium,Heavy,Standard,High,7.0,3.94,Snowy,Sports Event,UPI,7.3
3595,2025-03-07 09:31:00,Groceries,High,Heavy,Express,Medium,6.6,5.43,Clear,Holiday,Credit Card,15.42
3596,2025-03-20 06:37:00,Pharmacy,Low,Moderate,Express,Low,3.2,6.56,Snowy,Festival,UPI,20.49
3597,2025-03-01 13:58:00,Groceries,Low,Light,Standard,High,6.1,11.39,Stormy,Holiday,E-Wallet,15.99
3598,2025-03-15 20:43:00,Fashion,Low,Moderate,Standard,Low,7.7,4.73,Rainy,None,Debit Card,8.12
3599,2025-03-25 02:53:00,Pharmacy,Medium,Moderate,Express,Medium,2.2,14.93,Stormy,Holiday,UPI,39.45
3600,2025-03-21 21:16:00,Groceries,High,Heavy,Standard,Low,7.4,11.77,Stormy,Festival,Cash,37.24
3601,2025-03-09 21:29:00,Electronics,Low,Light,Express,High,6.7,11.03,Snowy,Festival,Debit Card,21.68
3602,2025-03-17 15:31:00,Groceries,Medium,Heavy,Standard,Low,3.7,13.76,Rainy,Festival,Credit Card,36.83
3603,2025-03-02 23:11:00,Electronics,Low,Moderate,Standard,Medium,2.4,9.37,Rainy,Sports Event,Credit Card,16.08
3604,2025-03-02 00:47:00,Food Delivery,Low,Moderate,Express,High,9.6,6.53,Rainy,Sports Event,Debit Card,14.12
3605,2025-03-12 16:58:00,Groceries,Low,Moderate,Scheduled,High,4.0,11.32,Clear,Festival,UPI,13.11
3606,2025-03-13 17:46:00,Electronics,High,Heavy,Scheduled,High,9.7,9.97,Snowy,None,Cash,15.12
3607,2025-03-29 18:12:00,Food Delivery,Low,Moderate,Express,Medium,0.8,13.01,Snowy,None,Credit Card,24.04
3608,2025-03-07 20:06:00,Food Delivery,Medium,Heavy,Standard,High,5.9,8.13,Snowy,Sports Event,Debit Card,15.07
3609,2025-03-19 06:21:00,Fashion,High,Light,Standard,High,8.5,7.83,Stormy,Sports Event,Credit Card,14.29
3610,2025-03-12 15:09:00,Food Delivery,Medium,Moderate,Scheduled,Low,1.0,2.35,Stormy,None,Cash,3.99
3611,2025-03-15 03:17:00,Fashion,Medium,Light,Standard,Low,3.8,9.6,Clear,Sports Event,Debit Card,17.85
3612,2025-03-27 11:49:00,Pharmacy,Medium,Light,Standard,Low,3.1,6.88,Stormy,Festival,Debit Card,15.35
3613,2025-03-12 23:18:00,Food Delivery,High,Moderate,Standard,Low,5.3,4.75,Stormy,None,Debit Card,10.6
3614,2025-03-10 22:06:00,Electronics,Medium,Heavy,Express,High,6.7,6.08,Stormy,None,Debit Card,12.13
3615,2025-03-29 19:32:00,Fashion,High,Moderate,Scheduled,High,7.4,10.64,Clear,None,Credit Card,12.32
3616,2025-03-03 16:40:00,Food Delivery,Medium,Heavy,Scheduled,High,8.3,6.5,Clear,Sports Event,Debit Card,9.03
3617,2025-03-25 06:31:00,Electronics,Low,Moderate,Express,High,8.3,12.24,Snowy,Festival,E-Wallet,26.46
3618,2025-03-21 00:27:00,Electronics,Low,Moderate,Express,Low,8.1,7.34,Snowy,Holiday,Cash,22.92
3619,2025-03-08 21:47:00,Food Delivery,Low,Heavy,Express,High,9.8,13.45,Rainy,Holiday,UPI,31.72
3620,2025-03-06 15:24:00,Food Delivery,Low,Heavy,Express,Low,1.0,12.84,Stormy,Festival,Cash,43.75
3621,2025-03-25 07:43:00,Groceries,High,Light,Express,Medium,3.9,13.49,Clear,Sports Event,Cash,31.92
3622,2025-03-18 23:00:00,Pharmacy,High,Light,Scheduled,Low,3.1,9.84,Stormy,Holiday,Credit Card,23.35
3623,2025-03-13 17:41:00,Groceries,High,Light,Scheduled,High,7.7,8.26,Stormy,Holiday,UPI,13.57
3624,2025-03-06 11:55:00,Electronics,High,Light,Standard,High,9.2,13.46,Clear,Festival,UPI,20.47
3625,2025-03-26 22:07:00,Electronics,Medium,Moderate,Scheduled,High,1.6,2.73,Stormy,None,Cash,3.21
3626,2025-03-20 05:19:00,Electronics,High,Moderate,Scheduled,Low,2.8,2.82,Clear,Festival,Debit Card,6.13
3627,2025-03-19 15:02:00,Fashion,Low,Moderate,Standard,Medium,5.9,6.98,Clear,Sports Event,Cash,9.98
3628,2025-03-04 11:21:00,Electronics,Low,Moderate,Standard,Low,6.6,6.72,Clear,Holiday,Credit Card,12.49
3629,2025-03-08 09:51:00,Electronics,Medium,Heavy,Standard,High,9.7,13.28,Stormy,Holiday,E-Wallet,24.61
3630,2025-03-10 10:19:00,Electronics,High,Light,Scheduled,Medium,7.6,13.32,Stormy,Sports Event,E-Wallet,24.31
3631,2025-03-30 20:07:00,Pharmacy,Low,Light,Express,High,4.3,12.68,Clear,Holiday,Debit Card,20.77
3632,2025-03-08 14:33:00,Groceries,Medium,Moderate,Standard,Low,3.5,13.88,Clear,Festival,Cash,28.38
3633,2025-03-09 18:46:00,Pharmacy,Medium,Heavy,Express,Medium,5.8,8.53,Clear,Sports Event,E-Wallet,20.49
3634,2025-03-15 05:20:00,Food Delivery,Medium,Moderate,Standard,High,8.7,2.14,Stormy,Holiday,UPI,3.64
3635,2025-03-02 16:59:00,Electronics,Medium,Light,Standard,High,6.5,9.51,Snowy,Holiday,Debit Card,14.69
3636,2025-03-22 18:49:00,Groceries,High,Heavy,Scheduled,Low,6.9,10.26,Clear,Holiday,Cash,24.34
3637,2025-03-20 20:48:00,Food Delivery,High,Moderate,Express,Medium,8.8,8.89,Clear,Holiday,Cash,23.14
3638,2025-03-04 12:26:00,Electronics,High,Light,Express,Low,8.1,3.89,Snowy,None,UPI,11.04
3639,2025-03-03 23:51:00,Electronics,Medium,Heavy,Standard,Low,8.8,7.72,Snowy,None,Cash,15.9
3640,2025-03-23 11:41:00,Food Delivery,High,Heavy,Standard,Low,6.6,8.74,Snowy,Sports Event,Cash,27.65
3641,2025-03-26 12:00:00,Food Delivery,Low,Light,Express,Medium,1.7,5.62,Stormy,Sports Event,Credit Card,12.27
3642,2025-03-23 07:41:00,Groceries,Medium,Moderate,Express,Medium,9.7,12.15,Clear,Festival,Debit Card,26.76
3643,2025-03-27 10:42:00,Electronics,High,Light,Standard,Low,6.6,14.97,Clear,Holiday,Credit Card,32.89
3644,2025-03-13 10:42:00,Food Delivery,High,Heavy,Standard,High,5.5,11.29,Stormy,Festival,UPI,24.73
3645,2025-03-08 05:53:00,Groceries,Low,Moderate,Express,Medium,5.5,6.4,Snowy,Festival,E-Wallet,15.38
3646,2025-03-17 08:33:00,Fashion,Low,Light,Standard,Medium,8.2,12.63,Rainy,Sports Event,E-Wallet,19.7
3647,2025-03-24 11:49:00,Fashion,Low,Heavy,Standard,Low,1.0,8.19,Snowy,Sports Event,Debit Card,19.93
3648,2025-03-09 04:44:00,Electronics,Low,Moderate,Scheduled,Medium,1.0,5.23,Snowy,Holiday,UPI,8.08
3649,2025-03-08 22:05:00,Electronics,Medium,Light,Standard,High,2.9,14.17,Clear,Festival,Credit Card,18.24
3650,2025-03-06 15:28:00,Groceries,Low,Heavy,Express,Low,9.3,4.1,Clear,None,Cash,8.95
3651,2025-03-27 11:13:00,Food Delivery,High,Moderate,Express,Low,6.6,13.75,Clear,None,UPI,35.79
3652,2025-03-29 17:48:00,Food Delivery,Medium,Light,Scheduled,Low,5.5,10.09,Rainy,Holiday,Credit Card,20.26
3653,2025-03-15 04:20:00,Fashion,Medium,Light,Standard,Medium,2.8,11.71,Snowy,Festival,UPI,20.09
3654,2025-03-05 18:31:00,Electronics,Low,Moderate,Express,Low,4.1,4.55,Stormy,None,E-Wallet,10.93
3655,2025-03-29 20:34:00,Food Delivery,High,Moderate,Scheduled,Low,2.4,10.57,Snowy,None,Cash,21.22
3656,2025-03-12 02:05:00,Electronics,High,Heavy,Standard,Medium,0.9,6.29,Rainy,Holiday,UPI,15.31
3657,2025-03-18 23:09:00,Food Delivery,High,Moderate,Standard,High,1.7,10.62,Snowy,Festival,Credit Card,21.32
3658,2025-03-27 08:39:00,Fashion,High,Heavy,Express,High,2.8,14.1,Snowy,Sports Event,Cash,43.24
3659,2025-03-08 11:36:00,Electronics,High,Light,Express,High,4.3,11.28,Clear,Sports Event,Cash,24.02
3660,2025-03-04 06:28:00,Fashion,High,Moderate,Standard,Medium,2.8,3.27,Rainy,None,Debit Card,5.61
3661,2025-03-23 18:49:00,Fashion,Low,Heavy,Standard,High,9.3,5.03,Rainy,Holiday,Cash,8.47
3662,2025-03-23 16:02:00,Groceries,Low,Moderate,Standard,High,0.7,7.49,Snowy,Festival,E-Wallet,11.57
3663,2025-03-08 11:34:00,Pharmacy,Medium,Light,Standard,Low,1.4,8.56,Snowy,Festival,E-Wallet,19.1
3664,2025-03-29 08:21:00,Food Delivery,High,Light,Standard,High,1.9,10.61,Snowy,Festival,Cash,19.37
3665,2025-03-19 19:12:00,Food Delivery,High,Moderate,Standard,Low,4.8,5.6,Rainy,Holiday,UPI,16.24
3666,2025-03-27 22:20:00,Food Delivery,High,Light,Express,Medium,1.7,6.03,Rainy,Festival,Credit Card,17.12
3667,2025-03-01 19:11:00,Groceries,High,Moderate,Express,High,6.2,8.95,Clear,None,UPI,16.13
3668,2025-03-05 15:50:00,Fashion,High,Light,Express,High,2.4,5.81,Rainy,Holiday,E-Wallet,14.85
3669,2025-03-03 10:20:00,Food Delivery,High,Light,Standard,Low,3.1,13.8,Rainy,None,Debit Card,27.99
3670,2025-03-22 03:23:00,Pharmacy,Low,Moderate,Scheduled,High,2.0,5.44,Clear,None,Debit Card,4.85
3671,2025-03-17 14:38:00,Groceries,Medium,Light,Express,Low,1.8,5.47,Rainy,Festival,E-Wallet,17.08
3672,2025-03-09 21:03:00,Groceries,High,Light,Standard,Medium,3.6,6.46,Snowy,Holiday,Credit Card,13.1
3673,2025-03-15 23:32:00,Groceries,Medium,Moderate,Scheduled,High,6.9,5.37,Rainy,Holiday,E-Wallet,8.21
3674,2025-03-30 03:15:00,Fashion,Low,Moderate,Express,Medium,4.2,10.21,Stormy,Sports Event,Debit Card,24.53
3675,2025-03-05 17:45:00,Food Delivery,Low,Light,Express,High,2.4,3.48,Stormy,None,E-Wallet,5.26
3676,2025-03-18 12:30:00,Electronics,Medium,Moderate,Scheduled,Low,9.7,11.97,Stormy,None,Cash,20.34
3677,2025-03-26 14:19:00,Groceries,Medium,Moderate,Standard,Medium,1.9,9.91,Clear,Festival,Debit Card,15.59
3678,2025-03-18 20:23:00,Pharmacy,High,Moderate,Scheduled,Medium,3.8,5.21,Clear,None,Credit Card,6.71
3679,2025-03-24 20:26:00,Food Delivery,High,Moderate,Scheduled,Low,2.9,10.38,Snowy,Festival,Cash,27.09
3680,2025-03-19 13:51:00,Fashion,Low,Moderate,Scheduled,High,3.0,13.92,Stormy,None,Cash,14.88
3681,2025-03-06 22:09:00,Electronics,High,Moderate,Scheduled,High,6.8,8.79,Clear,Festival,Debit Card,13.24
3682,2025-03-05 07:42:00,Electronics,Medium,Heavy,Scheduled,Low,2.5,12.89,Clear,Sports Event,Cash,25.88
3683,2025-03-05 12:39:00,Groceries,Medium,Light,Express,Medium,0.7,9.1,Stormy,Festival,Debit Card,21.86
3684,2025-03-30 11:02:00,Fashion,Medium,Light,Express,Low,1.0,9.94,Stormy,Sports Event,E-Wallet,31.04
3685,2025-03-12 17:54:00,Fashion,High,Moderate,Standard,High,2.4,14.59,Stormy,Holiday,UPI,29.29
3686,2025-03-20 22:04:00,Fashion,Low,Moderate,Express,Medium,2.8,8.35,Rainy,Holiday,E-Wallet,20.06
3687,2025-03-08 19:07:00,Electronics,Low,Heavy,Scheduled,High,8.6,6.72,Snowy,None,Credit Card,7.84
3688,2025-03-31 01:30:00,Pharmacy,Medium,Heavy,Express,Medium,1.9,14.92,Stormy,Festival,Credit Card,43.01
3689,2025-03-07 05:28:00,Fashion,High,Light,Standard,Low,8.1,10.77,Snowy,Holiday,Credit Card,28.39
3690,2025-03-23 01:42:00,Pharmacy,Low,Moderate,Standard,Low,3.0,5.31,Rainy,None,Cash,9.11
3691,2025-03-22 20:04:00,Groceries,Low,Heavy,Express,High,4.5,8.83,Rainy,None,Debit Card,16.02
3692,2025-03-03 03:36:00,Pharmacy,Medium,Heavy,Express,Medium,4.1,5.06,Rainy,Sports Event,Debit Card,14.59
3693,2025-03-10 03:00:00,Food Delivery,High,Moderate,Express,Low,4.6,13.45,Rainy,Holiday,Cash,54.61
3694,2025-03-30 12:54:00,Pharmacy,High,Moderate,Standard,Low,8.5,2.72,Clear,None,Credit Card,5.06
3695,2025-03-23 03:42:00,Food Delivery,Medium,Light,Standard,Medium,3.2,9.94,Stormy,None,Debit Card,13.12
3696,2025-03-19 21:24:00,Food Delivery,Low,Light,Standard,Medium,9.5,10.93,Snowy,Sports Event,E-Wallet,17.05
3697,2025-03-11 23:28:00,Pharmacy,Medium,Light,Scheduled,Medium,5.7,14.16,Stormy,None,UPI,16.82
3698,2025-03-15 00:07:00,Pharmacy,High,Light,Scheduled,Medium,5.3,11.82,Snowy,None,E-Wallet,16.6
3699,2025-03-23 05:29:00,Groceries,Low,Light,Express,High,1.3,6.18,Stormy,Festival,Cash,12.15
3700,2025-03-09 09:04:00,Fashion,Medium,Heavy,Standard,High,4.4,5.13,Rainy,Festival,Credit Card,9.51
3701,2025-03-29 11:08:00,Fashion,Low,Moderate,Standard,High,8.5,5.25,Rainy,Festival,UPI,8.11
3702,2025-03-07 17:07:00,Food Delivery,Medium,Light,Standard,High,4.3,9.91,Snowy,None,Credit Card,11.77
3703,2025-03-10 12:05:00,Food Delivery,Medium,Light,Standard,Medium,1.8,4.33,Snowy,None,E-Wallet,5.72
3704,2025-03-05 05:13:00,Food Delivery,Low,Moderate,Standard,Medium,2.5,7.72,Snowy,Sports Event,Cash,13.25
3705,2025-03-13 15:45:00,Fashion,High,Light,Express,High,8.2,12.87,Clear,Festival,Credit Card,27.41
3706,2025-03-26 17:29:00,Food Delivery,Medium,Light,Express,Low,0.6,9.11,Rainy,Sports Event,E-Wallet,28.45
3707,2025-03-08 17:45:00,Groceries,Medium,Light,Scheduled,Low,4.9,3.23,Snowy,None,Credit Card,4.99
3708,2025-03-10 13:05:00,Groceries,High,Heavy,Standard,Low,8.9,10.37,Snowy,Festival,Credit Card,32.81
3709,2025-03-03 16:54:00,Food Delivery,High,Heavy,Scheduled,Low,7.3,10.4,Clear,Holiday,UPI,24.68
3710,2025-03-21 21:36:00,Fashion,Low,Heavy,Scheduled,Low,1.7,12.32,Snowy,Holiday,E-Wallet,26.98
3711,2025-03-20 06:02:00,Fashion,Medium,Heavy,Scheduled,Low,2.7,2.58,Snowy,Holiday,Debit Card,6.22
3712,2025-03-17 19:49:00,Pharmacy,High,Moderate,Express,High,6.2,6.2,Clear,None,Debit Card,11.17
3713,2025-03-01 13:04:00,Groceries,High,Light,Standard,Low,8.2,10.05,Rainy,None,Debit Card,20.38
3714,2025-03-12 18:18:00,Fashion,Low,Heavy,Scheduled,Low,1.5,3.23,Stormy,Holiday,UPI,7.07
3715,2025-03-10 13:30:00,Pharmacy,Medium,Light,Standard,Low,2.0,11.99,Snowy,None,Debit Card,20.57
3716,2025-03-09 22:36:00,Food Delivery,Low,Heavy,Express,Medium,6.1,6.02,Stormy,Festival,UPI,15.78
3717,2025-03-28 09:35:00,Fashion,Low,Heavy,Scheduled,Low,8.7,11.87,Rainy,Sports Event,Cash,26.0
3718,2025-03-12 07:17:00,Food Delivery,Medium,Light,Scheduled,Low,1.7,2.35,Snowy,None,UPI,3.63
3719,2025-03-11 11:42:00,Electronics,High,Light,Standard,High,6.4,3.15,Snowy,Festival,UPI,5.75
3720,2025-03-14 18:08:00,Groceries,High,Heavy,Express,Medium,8.2,6.7,Rainy,Sports Event,Debit Card,22.83
3721,2025-03-27 22:29:00,Pharmacy,Medium,Light,Standard,High,1.3,13.38,Clear,None,Credit Card,13.25
3722,2025-03-02 02:24:00,Fashion,Low,Light,Express,Medium,2.8,6.96,Rainy,Festival,Credit Card,15.2
3723,2025-03-12 13:35:00,Groceries,Medium,Light,Express,Low,9.8,7.46,Snowy,Festival,UPI,23.3
3724,2025-03-17 13:20:00,Food Delivery,High,Moderate,Express,Low,6.6,11.12,Clear,Sports Event,Debit Card,37.62
3725,2025-03-07 03:24:00,Electronics,High,Moderate,Express,Medium,5.8,7.62,Snowy,Holiday,Debit Card,23.8
3726,2025-03-15 04:59:00,Electronics,Low,Moderate,Express,Medium,4.9,2.53,Snowy,Holiday,E-Wallet,6.08
3727,2025-03-13 15:07:00,Food Delivery,Medium,Light,Express,Low,9.6,13.07,Rainy,None,E-Wallet,31.4
3728,2025-03-15 15:51:00,Electronics,Low,Moderate,Standard,Low,0.6,11.7,Rainy,Sports Event,Cash,26.1
3729,2025-03-05 04:47:00,Groceries,Medium,Light,Express,Medium,5.1,10.77,Rainy,None,E-Wallet,19.9
3730,2025-03-02 23:11:00,Fashion,Low,Light,Scheduled,High,3.9,5.46,Rainy,Holiday,E-Wallet,6.9
3731,2025-03-30 16:27:00,Electronics,Low,Moderate,Scheduled,Medium,0.7,6.23,Snowy,Holiday,Cash,9.62
3732,2025-03-07 12:16:00,Electronics,High,Light,Standard,Low,8.1,5.28,Snowy,Festival,UPI,13.92
3733,2025-03-28 23:01:00,Fashion,Medium,Heavy,Standard,Medium,9.4,3.0,Clear,Festival,Cash,5.15
3734,2025-03-11 10:49:00,Food Delivery,Low,Light,Standard,High,9.3,12.26,Stormy,Holiday,Credit Card,17.21
3735,2025-03-18 17:46:00,Groceries,Low,Heavy,Standard,Low,1.9,14.93,Clear,Holiday,Cash,30.28
3736,2025-03-23 10:21:00,Pharmacy,Medium,Light,Standard,Low,6.6,12.69,Rainy,Holiday,Debit Card,28.31
3737,2025-03-10 22:13:00,Food Delivery,High,Moderate,Standard,Medium,4.9,5.52,Rainy,None,E-Wallet,9.47
3738,2025-03-29 05:57:00,Fashion,High,Heavy,Standard,Low,8.2,11.82,Clear,Festival,E-Wallet,31.16
3739,2025-03-04 10:46:00,Pharmacy,Medium,Moderate,Express,Medium,0.6,12.58,Rainy,Sports Event,Credit Card,33.24
3740,2025-03-20 01:53:00,Pharmacy,High,Heavy,Express,Medium,0.6,3.02,Snowy,Festival,Debit Card,10.29
3741,2025-03-23 04:09:00,Fashion,Low,Heavy,Express,High,1.0,2.1,Stormy,Holiday,E-Wallet,4.95
3742,2025-03-28 04:27:00,Food Delivery,Low,Moderate,Standard,Medium,6.4,8.13,Rainy,Holiday,Credit Card,13.95
3743,2025-03-25 01:09:00,Pharmacy,Medium,Light,Express,High,6.0,11.92,Rainy,Holiday,UPI,25.77
3744,2025-03-10 08:15:00,Electronics,Low,Light,Standard,Medium,8.2,9.88,Snowy,Festival,UPI,15.41
3745,2025-03-25 16:20:00,Fashion,Low,Moderate,Express,High,2.5,3.65,Rainy,Sports Event,Credit Card,7.89
3746,2025-03-19 09:35:00,Electronics,Low,Moderate,Express,Medium,2.5,6.62,Snowy,Sports Event,UPI,15.9
3747,2025-03-16 18:16:00,Pharmacy,Medium,Heavy,Scheduled,High,5.8,5.38,Rainy,Sports Event,Debit Card,8.97
3748,2025-03-25 10:46:00,Fashion,High,Heavy,Express,Medium,1.7,13.75,Rainy,Sports Event,E-Wallet,46.85
3749,2025-03-27 23:40:00,Pharmacy,Low,Heavy,Express,High,9.7,14.17,Rainy,Holiday,E-Wallet,33.42
3750,2025-03-03 20:55:00,Food Delivery,High,Moderate,Express,Low,4.5,6.4,Rainy,Sports Event,Debit Card,25.98
3751,2025-03-22 18:46:00,Groceries,Medium,Heavy,Scheduled,Medium,6.4,12.09,Rainy,Sports Event,UPI,22.41
3752,2025-03-08 15:21:00,Fashion,Low,Heavy,Express,Low,6.5,7.21,Clear,Holiday,UPI,20.47
3753,2025-03-02 18:12:00,Pharmacy,Low,Light,Standard,Low,7.6,5.73,Clear,Sports Event,Cash,9.68
3754,2025-03-29 06:03:00,Fashion,Medium,Light,Scheduled,Medium,4.9,2.3,Snowy,Festival,Debit Card,3.55
3755,2025-03-11 10:32:00,Groceries,High,Heavy,Scheduled,Medium,6.0,12.14,Stormy,Festival,Credit Card,26.59
3756,2025-03-16 16:02:00,Electronics,Low,Light,Standard,High,3.8,8.95,Clear,None,Credit Card,8.05
3757,2025-03-19 06:13:00,Food Delivery,Low,Light,Scheduled,Medium,7.3,2.59,Stormy,Festival,Credit Card,3.64
3758,2025-03-20 19:34:00,Electronics,Low,Moderate,Scheduled,Low,8.9,11.11,Clear,Holiday,Debit Card,18.59
3759,2025-03-18 08:06:00,Groceries,High,Light,Standard,High,1.3,8.13,Stormy,None,Debit Card,11.41
3760,2025-03-18 08:57:00,Food Delivery,Medium,Moderate,Express,Low,9.2,9.53,Snowy,None,UPI,25.18
3761,2025-03-20 19:57:00,Groceries,Medium,Light,Scheduled,High,5.0,11.6,Clear,Sports Event,Debit Card,13.44
3762,2025-03-26 18:51:00,Groceries,High,Heavy,Express,High,1.4,13.52,Rainy,Sports Event,Debit Card,41.46
3763,2025-03-22 08:25:00,Fashion,Low,Heavy,Standard,High,5.9,5.72,Clear,None,Credit Card,6.18
3764,2025-03-06 10:34:00,Fashion,Medium,Heavy,Standard,Medium,10.0,9.53,Rainy,Festival,Cash,19.62
3765,2025-03-03 13:42:00,Electronics,Medium,Heavy,Standard,High,2.0,8.45,Clear,Sports Event,Credit Card,13.05
3766,2025-03-17 03:33:00,Fashion,Low,Light,Scheduled,Low,1.1,5.34,Stormy,Holiday,Credit Card,9.75
3767,2025-03-22 04:58:00,Pharmacy,High,Heavy,Express,Medium,2.6,7.79,Stormy,Festival,Credit Card,26.54
3768,2025-03-10 18:40:00,Electronics,High,Moderate,Express,Medium,9.3,10.78,Snowy,None,Cash,25.9
3769,2025-03-07 23:33:00,Pharmacy,Medium,Heavy,Standard,Low,7.2,3.95,Clear,Festival,E-Wallet,8.81
3770,2025-03-21 19:45:00,Fashion,Medium,Moderate,Express,Medium,4.1,9.57,Snowy,Holiday,Cash,25.29
3771,2025-03-05 10:09:00,Fashion,Low,Heavy,Standard,Medium,7.4,9.88,Clear,Holiday,Debit Card,15.41
3772,2025-03-06 11:15:00,Fashion,Medium,Heavy,Standard,Low,5.6,13.89,Clear,Holiday,UPI,30.99
3773,2025-03-06 13:27:00,Fashion,Medium,Heavy,Scheduled,Low,9.5,2.91,Clear,Holiday,UPI,5.84
3774,2025-03-15 15:53:00,Groceries,High,Heavy,Scheduled,Low,7.6,3.2,Clear,None,Debit Card,5.84
3775,2025-03-27 11:22:00,Fashion,Low,Heavy,Express,High,9.2,7.01,Stormy,Holiday,UPI,16.53
3776,2025-03-21 16:25:00,Fashion,Low,Light,Standard,Low,8.2,7.12,Stormy,Festival,Cash,14.44
3777,2025-03-08 06:55:00,Pharmacy,Medium,Moderate,Standard,Low,0.9,8.33,Stormy,Festival,Debit Card,20.44
3778,2025-03-19 05:55:00,Fashion,High,Moderate,Express,Medium,2.8,13.25,Clear,Festival,Debit Card,34.48
3779,2025-03-02 01:41:00,Fashion,High,Moderate,Standard,High,2.9,6.8,Snowy,Holiday,E-Wallet,13.65
3780,2025-03-14 19:45:00,Groceries,Low,Light,Standard,Low,8.0,11.04,Rainy,None,Cash,17.22
3781,2025-03-11 10:17:00,Pharmacy,Medium,Moderate,Standard,High,8.6,4.08,Clear,Sports Event,UPI,5.78
3782,2025-03-06 23:37:00,Pharmacy,Medium,Light,Scheduled,Medium,1.5,13.56,Snowy,None,Debit Card,16.11
3783,2025-03-29 14:34:00,Food Delivery,Low,Light,Scheduled,High,0.9,14.48,Stormy,None,Debit Card,14.07
3784,2025-03-02 00:59:00,Electronics,High,Moderate,Scheduled,Medium,3.3,5.01,Clear,Holiday,Debit Card,8.38
3785,2025-03-26 12:51:00,Pharmacy,High,Moderate,Scheduled,Medium,5.3,11.39,Snowy,Festival,E-Wallet,22.87
3786,2025-03-09 13:42:00,Pharmacy,High,Heavy,Scheduled,High,2.8,9.35,Snowy,Sports Event,E-Wallet,18.43
3787,2025-03-12 12:54:00,Food Delivery,Low,Moderate,Standard,High,7.9,5.9,Rainy,Festival,Debit Card,9.11
3788,2025-03-14 07:59:00,Pharmacy,Low,Light,Express,Medium,8.4,12.64,Stormy,Holiday,E-Wallet,27.61
3789,2025-03-09 01:03:00,Pharmacy,Low,Moderate,Express,High,4.6,2.28,Rainy,Sports Event,E-Wallet,4.93
3790,2025-03-18 11:19:00,Fashion,Medium,Heavy,Express,Low,0.6,6.35,Stormy,Sports Event,UPI,23.8
3791,2025-03-27 05:25:00,Food Delivery,Medium,Moderate,Express,Medium,9.2,5.84,Rainy,Sports Event,Cash,15.43
3792,2025-03-06 15:12:00,Electronics,High,Light,Express,Medium,3.2,12.37,Stormy,None,UPI,27.02
3793,2025-03-23 07:38:00,Groceries,Medium,Heavy,Standard,Medium,5.6,14.37,Stormy,Holiday,E-Wallet,29.59
3794,2025-03-28 03:11:00,Pharmacy,High,Light,Standard,High,5.8,14.82,Snowy,Sports Event,Credit Card,27.05
3795,2025-03-12 10:03:00,Pharmacy,Low,Light,Standard,Medium,1.3,7.15,Rainy,Sports Event,Credit Card,11.15
3796,2025-03-20 21:24:00,Pharmacy,High,Heavy,Scheduled,Low,0.9,11.92,Stormy,Festival,E-Wallet,33.94
3797,2025-03-04 05:21:00,Food Delivery,Low,Moderate,Standard,Low,8.0,2.86,Clear,Holiday,Cash,5.32
3798,2025-03-21 17:52:00,Electronics,Low,Heavy,Standard,High,8.8,3.59,Snowy,None,UPI,4.65
3799,2025-03-02 07:10:00,Fashion,High,Light,Standard,High,2.3,7.1,Stormy,Holiday,UPI,12.96
3800,2025-03-25 17:35:00,Electronics,Low,Light,Standard,High,2.7,12.63,Rainy,Sports Event,Cash,17.73
3801,2025-03-27 08:34:00,Food Delivery,Medium,Light,Scheduled,Low,1.8,3.09,Clear,Sports Event,E-Wallet,5.17
3802,2025-03-29 01:11:00,Food Delivery,Medium,Moderate,Standard,High,2.6,6.72,Clear,Sports Event,Credit Card,9.51
3803,2025-03-06 17:16:00,Pharmacy,High,Light,Express,High,6.4,5.68,Snowy,Festival,Credit Card,14.51
3804,2025-03-10 16:45:00,Groceries,High,Heavy,Express,Medium,8.3,13.03,Stormy,Festival,E-Wallet,44.39
3805,2025-03-28 22:49:00,Fashion,Medium,Heavy,Standard,High,1.0,3.74,Stormy,Festival,E-Wallet,6.93
3806,2025-03-02 08:17:00,Pharmacy,Medium,Heavy,Express,Medium,5.3,5.45,Rainy,Festival,UPI,15.71
3807,2025-03-14 15:32:00,Fashion,High,Light,Standard,Medium,5.4,11.6,Snowy,Holiday,UPI,23.52
